UserID,MovieID,Rating
574,3484,2
235,3982,5
750,1199,2
812,4607,3
454,2368,2
59,1922,1
423,402,3
121,52,1
374,2228,5
985,3059,5
18,5054,3
831,2594,1
73,2275,2
349,2596,1
742,4041,2
127,5209,5
402,5209,1
175,3699,1
14,4003,1
318,2936,2
656,2764,2
235,3838,1
91,1768,5
782,1825,5
909,4774,5
827,4439,3
284,1713,1
438,3924,3
57,1566,5
844,5070,3
8,491,1
709,957,5
227,4696,4
964,5229,1
687,3539,4
645,3529,5
946,5043,5
629,3945,5
308,4875,5
837,4672,1
133,3299,1
624,2200,4
231,2293,4
354,3466,5
768,2684,2
151,2974,5
11,3476,4
939,5216,1
788,2888,5
605,3511,4
887,3201,3
935,2415,5
976,620,5
155,4156,4
97,3649,1
892,2616,5
769,291,5
30,536,4
15,614,4
576,837,4
355,4372,5
132,4029,5
474,1123,3
105,3454,1
51,3694,5
292,766,5
783,3586,4
725,1066,5
567,5112,4
16,2228,1
483,4234,2
982,5073,5
80,1367,4
402,4395,3
357,2688,5
312,2428,3
965,3163,1
970,3959,5
142,844,5
748,3847,5
963,4229,3
785,4265,5
279,4408,5
623,2901,2
560,2351,5
875,3477,5
6,2629,5
281,3456,4
141,3245,2
217,4585,3
125,613,5
960,3543,2
512,3905,1
412,3148,2
536,2343,5
379,420,4
116,855,2
151,448,5
43,1628,2
290,5,1
19,4221,3
822,4245,5
949,1385,1
951,4668,5
766,529,5
939,3590,1
337,2416,5
797,4371,4
813,3642,1
571,1883,1
342,3500,5
833,4814,5
8,3556,1
789,1801,1
315,3553,2
316,3207,5
272,4205,5
286,4418,3
235,2833,5
255,447,3
805,875,5
879,3044,4
387,2582,1
753,2811,2
342,2449,3
529,3265,5
283,337,3
960,2467,2
655,4966,2
517,4016,2
990,1565,4
910,13,1
867,4778,5
121,1144,5
990,986,1
927,4647,1
69,1540,2
958,4828,5
603,2149,2
447,679,5
96,2662,3
911,1212,5
161,3729,5
575,817,5
203,354,1
421,1988,4
426,2780,5
721,1160,4
291,1577,4
622,1280,1
541,3105,5
472,2266,5
176,3755,4
82,2533,1
735,1260,1
949,2965,4
910,2874,5
875,122,2
974,2158,5
814,4383,1
829,498,3
746,1040,5
434,1487,4
465,4597,5
699,197,5
988,1572,5
588,1951,3
193,1806,5
161,2058,2
683,516,3
728,2713,5
944,3801,5
301,3935,2
369,1755,5
863,3104,2
859,2626,2
138,1605,2
418,4820,3
276,1771,3
514,5133,5
521,5162,5
776,5187,5
754,942,5
574,4126,1
647,2168,2
684,1973,3
256,1119,5
859,909,4
390,257,1
390,4143,5
592,4268,1
336,1586,2
382,4358,4
128,785,5
986,3776,1
952,3465,5
590,1988,4
198,912,2
784,531,5
759,2122,5
360,3396,5
6,2518,4
348,2435,2
462,931,2
731,1574,2
952,2760,2
887,3966,5
376,5005,5
56,331,1
8,4824,1
168,924,2
26,4481,5
193,1943,3
942,2712,3
588,4512,1
112,67,2
330,199,4
431,741,5
518,4560,2
759,205,5
10,2463,5
79,3218,2
618,2265,1
491,3497,5
789,3769,1
584,2883,5
585,2073,3
598,5049,5
852,2716,3
785,257,5
124,3402,3
566,3709,3
521,1369,5
968,2326,5
687,4239,4
203,3226,1
426,5103,2
998,4554,5
213,5025,5
219,2617,3
126,2291,5
152,2498,3
129,5007,3
110,3712,4
84,4264,1
99,876,3
717,3271,5
226,1769,5
878,1963,1
595,1526,3
499,1149,5
45,2382,5
362,936,5
86,2641,3
334,3348,2
487,2954,1
631,4523,4
871,4734,5
127,658,1
581,1159,5
275,584,3
303,1539,5
494,1173,5
994,3998,1
196,423,5
535,4720,2
887,966,5
191,3593,3
27,3795,5
914,4719,5
796,4210,1
606,4434,5
362,975,1
533,808,1
731,178,5
456,3186,2
890,610,2
689,2349,1
633,3832,2
373,906,5
83,309,2
555,3464,4
995,1421,5
439,3156,5
203,556,5
442,4859,3
756,3574,3
689,3607,1
638,1709,1
235,2939,4
397,5084,5
75,1450,3
994,4402,5
746,3564,3
30,544,1
149,1166,1
13,3721,2
491,4797,4
224,240,5
894,3588,1
100,728,5
687,2465,1
326,898,2
632,752,2
912,5056,5
918,1145,1
648,4343,2
255,4573,3
508,1456,3
984,3464,5
478,4628,1
2,4205,1
836,700,5
16,4846,5
467,420,2
779,2676,1
853,844,5
419,1575,5
22,1261,5
496,2941,5
847,1874,4
937,1062,5
376,2567,3
194,628,2
124,4821,1
202,4830,2
522,3247,3
918,3165,3
582,122,2
651,4498,5
508,1295,3
562,3842,5
656,5108,5
396,457,5
116,1114,1
661,1787,3
878,584,5
153,3049,2
403,3200,5
407,1955,5
795,3018,4
641,19,5
521,1931,5
727,1585,4
66,4565,5
111,2871,5
495,520,5
59,3552,3
374,4425,3
396,4021,5
592,3344,5
984,2353,3
200,1364,4
499,568,3
41,2020,5
210,46,5
2,2518,5
881,3825,5
460,4048,3
690,4705,2
899,2755,2
897,849,3
592,56,4
805,865,3
945,3451,5
805,572,5
549,3073,5
761,4511,5
276,2591,5
409,4862,2
163,4133,1
471,4191,5
57,3968,1
416,1734,5
362,933,2
580,3434,2
569,3049,2
452,5068,5
792,111,4
23,1473,1
270,2425,2
463,2747,5
12,2815,5
494,3802,3
795,4471,5
36,3904,2
561,4044,2
734,4832,4
476,2303,5
868,3064,2
398,3816,1
884,962,3
887,2515,3
761,3495,1
526,4953,5
920,4370,5
939,444,4
790,4936,5
756,4033,5
725,4151,3
31,343,5
419,1596,5
986,5056,2
702,1974,5
382,3320,1
759,1932,2
983,3228,5
939,4122,5
523,3997,1
301,2008,2
232,2734,3
630,961,5
734,711,4
404,4467,1
715,1629,1
425,65,4
865,4489,2
211,4631,2
789,2441,4
605,2724,5
765,3466,5
964,472,4
998,967,2
789,1440,3
891,2968,5
796,1798,2
729,1365,3
99,2179,1
214,3112,1
149,1357,5
41,1810,3
342,1795,2
488,2756,3
990,180,2
105,4440,2
854,3693,4
717,4808,5
554,2896,1
300,5137,4
189,4763,5
430,122,5
371,1405,5
854,1733,3
969,3565,5
869,811,5
338,4618,1
787,432,1
884,3791,3
521,384,5
339,4700,1
281,865,3
624,798,2
592,390,1
915,3684,5
531,3328,3
884,285,3
114,4703,5
859,4261,5
83,527,5
894,2036,2
34,125,2
67,2910,4
346,2212,5
463,4559,5
430,568,5
215,4659,5
360,427,5
567,3354,5
771,2954,3
754,4516,5
798,816,5
683,951,3
528,4750,5
1000,3780,2
923,3336,5
50,2923,5
823,2528,5
415,556,2
642,4679,4
426,1708,5
281,4155,4
603,2656,3
602,4344,3
262,401,1
652,2851,5
419,3248,1
430,1570,4
483,3809,3
710,4783,5
761,1629,5
9,2903,1
422,2379,4
49,1911,4
672,603,5
364,1771,5
666,3332,4
559,3852,2
124,4530,1
718,876,2
495,2117,5
938,3556,5
50,4155,5
771,2243,2
740,1889,3
922,697,5
839,1556,5
776,3912,2
825,4386,4
247,4591,3
525,102,3
726,2122,3
204,3954,2
700,3587,5
174,1082,5
212,1928,2
313,2267,1
20,3133,2
873,1773,4
9,141,5
536,3730,4
950,3682,3
896,675,2
679,1048,3
112,1944,4
175,2332,5
200,2788,5
409,1695,5
904,350,1
586,1405,5
96,3055,2
816,80,5
707,2395,3
616,4347,3
208,4305,1
627,3224,2
968,1293,2
893,4913,3
740,140,5
406,3946,5
283,3040,2
79,3289,5
346,5207,5
91,4163,5
681,4826,1
671,3674,2
535,5215,5
138,1352,4
807,3051,4
289,1377,2
764,1544,4
182,1357,4
600,1198,4
959,4690,4
460,815,2
909,1508,3
82,4376,4
421,1691,4
231,2848,3
123,5078,2
811,1196,5
631,3607,4
870,3685,5
850,558,3
851,16,5
194,529,5
467,4921,1
460,1212,5
211,735,5
779,3327,1
715,4974,5
445,2918,3
662,4395,5
159,3895,4
414,4452,1
487,2842,5
320,308,5
572,1046,2
298,867,2
641,3646,4
30,1987,5
196,1811,4
680,4785,1
946,3226,5
348,4769,5
531,1547,5
787,4374,5
651,602,1
487,1637,5
539,1576,3
257,699,4
22,5179,3
681,4894,1
485,4287,3
559,2702,5
298,3837,5
263,3030,4
562,1459,5
732,4983,5
57,2522,4
686,331,5
693,4125,5
848,2087,5
655,1425,1
171,1922,2
476,3335,3
456,2351,3
128,3768,5
526,841,1
491,839,5
505,3048,3
895,3039,1
556,3108,2
5,3640,4
751,1149,2
114,4015,2
580,700,4
335,1785,1
460,5112,5
320,507,1
863,615,2
710,1386,5
829,335,1
114,2030,5
612,4082,5
509,518,5
789,4907,1
390,5144,5
623,2355,5
574,1103,5
20,1739,3
27,1460,5
35,1737,3
1000,1965,4
476,1123,2
610,1343,5
89,4405,5
772,4116,2
824,3339,1
899,3945,5
602,3935,2
579,4842,4
216,3234,5
852,468,5
813,1560,3
126,4130,5
166,533,5
789,2607,4
871,1420,2
284,263,4
864,1891,2
950,111,3
930,727,1
481,2721,5
913,4110,4
765,177,5
402,357,1
465,4630,5
156,786,3
980,2022,3
806,823,4
695,4898,5
982,3568,1
894,729,5
950,469,3
738,2665,4
905,2609,4
386,1179,5
623,933,1
785,90,5
690,936,2
228,4125,1
301,4504,5
698,451,5
952,4850,5
562,4188,5
81,2454,1
911,2863,1
955,5047,5
200,3828,3
548,3792,3
151,4396,5
879,2934,5
506,1498,4
818,568,5
296,3142,3
524,2170,1
492,786,5
644,1220,2
148,4400,5
53,3474,5
151,3617,3
783,2401,3
813,2136,5
466,4425,2
409,3348,1
719,55,5
166,4294,1
59,4178,2
812,998,3
226,484,3
948,3681,4
24,4866,4
353,271,4
554,3962,5
338,584,5
374,3703,3
754,4194,1
241,363,5
393,3163,5
556,4782,5
893,251,5
490,1507,4
490,972,5
713,3913,5
848,1392,2
481,2199,2
139,1427,5
690,435,5
